;BBAS3;BBDC3;BBDC4;BOVA11;BRAP4;BRFS3;BRKM5;BRML3;BTOW3;CCRO3;CESP6;CIEL3;CMIG4;CPFE3;CPLE6;CSAN3;CSMG3;CSNA3;CYRE3;ELET6;EMBR3;FIBR3;GGBR4;GOAU4;HGTX3;HYPE3;ITUB4;LAME4;LIGT3;LREN3;MULT3;NATU3;PETR3;PETR4;PSSA3;RENT3;SANB11;SBSP3;TRPL4;VALE3;VALE5
19/02/10;0.001955672;-0.006489811;-0.009643876;-0.002962965;0.009876623;-0.009468545;0.003069841;0.000879894;0.024994925;0.028462465;-0.011772536;-0.009068775;-0.021005039;-0.019458936;-0.012487155;-0.008573231;0.003921574;-0.007073118;0.001665279;-0.025778030;-0.006000018;-0.001618123;-0.012232568;-0.011965168;0.023631605;0.008830079;-0.015915455;0.002266718;-0.006399420;-0.004061194;0.000000000;0.002618183;-0.002587324;-0.009849442;0.000000000;-0.018974055;-0.006331998;0.008107310;-0.014418375;-0.003263898;-0.002214840
22/02/10;-0.003588325;-0.017774811;-0.010685205;-0.005952399;-0.008141158;-0.023849725;0.032418972;-0.004407235;-0.010126669;-0.005115101;0.031515667;0.002100106;-0.015037877;-0.001594473;-0.019028058;-0.003285424;-0.001958864;-0.017388778;-0.011294828;-0.019267116;0.008986581;0.008064560;-0.001539646;0.005233196;-0.002125399;0.006571765;-0.010744902;0.012748579;-0.003025721;0.017480612;-0.005046268;0.009541781;0.007227703;0.008695707;-0.000555710;-0.017839918;-0.004091845;-0.013758816;-0.008333382;-0.019418086;-0.015868028
23/02/10;-0.013820556;-0.020083368;-0.020750944;-0.015037877;-0.023052888;-0.008003600;-0.027831808;-0.008427639;-0.037065277;-0.022035888;-0.009393750;0.000000000;-0.010832875;-0.006671139;-0.007498696;-0.023305258;-0.013820556;-0.012110875;-0.022549349;-0.030846320;-0.013006687;-0.017556157;-0.022595430;-0.017655716;-0.003044142;-0.063083975;-0.016797862;-0.005229747;-0.007986352;0.046616955;-0.010169579;-0.011286475;-0.018954222;-0.013364522;-0.013430532;-0.035627178;-0.027715400;-0.014589539;-0.005454178;-0.015412279;-0.013608738
25/02/10;-0.014888612;-0.000400240;-0.001619434;0.006079046;0.000000000;-0.006230550;-0.003883500;0.021832010;-0.000527983;-0.016398146;-0.011545991;-0.021916749;0.023617832;-0.006761351;0.012236726;0.010269667;-0.004040410;0.020026790;-0.019604200;0.029249996;-0.014227882;-0.030562650;0.039435131;0.045073675;-0.014162798;0.007483664;-0.000280859;-0.000774893;0.009032805;-0.009500649;0.003734515;-0.017595762;0.004708353;0.012880740;0.014025475;-0.008234735;0.001888575;0.002594035;0.000839102;0.005934736;0.007208862
26/02/10;0.007986124;0.022953125;0.009677495;0.007547206;-0.006824240;-0.015748357;-0.005462362;0.035076122;-0.009818309;0.017184825;0.000000000;0.011371835;-0.009380303;0.007838937;-0.005420067;0.002126303;0.024001152;0.019633580;-0.007950572;-0.015563171;0.004085808;-0.054626126;0.012554854;-0.001520913;0.007722046;0.005112723;0.024966623;0.007722046;-0.001499813;0.006685548;0.056970136;-0.014903406;0.009867647;0.006667658;0.005555570;0.017926216;0.008922341;-0.017312208;0.015810606;-0.004943164;-0.002247192
01/03/10;0.007696207;0.001173021;0.011173301;0.010471300;0.001773724;0.011049836;-0.003920036;-0.012848142;0.027096226;0.005750147;0.024220432;0.031306905;0.009713692;0.025519726;0.020708014;-0.001700681;-0.024001152;0.015933251;0.007950572;0.029873466;0.003053437;0.012066511;0.026489144;0.024952444;-0.001847860;-0.011657861;0.001971294;0.029558802;0.001499813;0.035992308;-0.002885080;0.032789823;0.009003276;0.009203401;0.030015896;0.031478992;-0.006566628;0.018373244;0.001443746;0.010254478;0.004489345
02/03/10;-0.012410020;0.008688795;0.011510262;-0.000893256;0.012578782;-0.004270149;0.010937609;0.000000000;0.022328658;-0.001043025;0.007528266;0.006825965;-0.010050336;0.009924344;0.011117108;0.005939771;0.020040751;0.003322262;-0.003084382;0.023074088;0.015128882;0.052566846;-0.011479482;-0.010746372;-0.017727101;-0.009898737;0.016009025;0.008181526;-0.016622974;0.037602975;-0.008058061;0.013638411;0.005872607;0.005424710;-0.004310352;0.010763313;-0.007083855;0.007772060;0.008823285;0.019814168;0.018638214
03/03/10;-0.007112646;-0.000387672;-0.001571092;0.003865026;0.000000000;0.009191859;-0.000777303;-0.015201161;-0.002286877;-0.027239553;-0.010471300;-0.013698844;0.024938948;-0.017829523;-0.002371855;-0.011487044;0.003960401;0.004137366;0.012716681;-0.035327475;0.002998503;0.011315538;-0.004853472;0.002398083;0.043892269;0.012241207;0.000000000;-0.020958851;-0.009569451;-0.036367644;-0.010083026;0.018915157;0.003304108;0.000853849;0.006994917;-0.022141126;0.009903406;-0.004850454;0.001020929;-0.002118033;-0.003302877
04/03/10;-0.000680041;0.002323781;0.001571092;-0.001484781;0.014642277;-0.000446429;-0.015861240;-0.024364439;0.017150483;0.035035850;-0.027749913;0.013018341;-0.001643386;-0.009302393;0.002371855;-0.029088224;-0.003960401;0.000825423;-0.015368030;0.028028173;-0.001998003;-0.003381237;0.000000000;0.008348289;0.010455659;-0.014137842;-0.001346802;0.008286300;0.005752652;0.009828089;-0.031211033;0.006035368;-0.005597979;0.001421464;0.000536049;-0.014028286;0.017213730;-0.007483360;-0.010256500;0.013782760;0.014451751
05/03/10;0.013513719;0.003861009;0.003134799;0.017673509;0.035337656;0.000000000;-0.003105593;-0.020385757;0.013659718;0.008249596;0.021414095;0.014194223;0.011447386;0.015894374;0.007081997;-0.014644149;0.007905180;0.027345454;-0.002658398;0.015857617;-0.001000500;0.024809635;0.015964698;0.009456335;-0.010455659;0.022525589;0.005376357;-0.004511286;0.000000000;0.007308193;-0.020099467;-0.000573230;0.020207811;0.017181101;-0.003220615;-0.013716242;0.010096460;0.026745593;0.007190581;0.031808107;0.028925423
